date,tv_spend,digital_spend,print_spend,radio_spend,price,promotion,competitor_activity,sales,week,month,quarter,year,total_spend,sales_to_spend_ratio
2023-03-26,40668.959734890144,26863.71091127716,20162.069633046398,14406.709541563667,54.40029802586203,0,7725.145929582071,44601.50256319959,13,3,1,2023,102101.44982077737,0.4368351540697055
2023-04-02,34258.99640747298,23445.040606888393,11189.220321651874,13959.209705915226,51.803650614746545,0,6589.3524399232665,47514.91069979559,14,4,2,2023,82852.46704192847,0.5734881820205802
2023-04-09,34731.2009143879,28528.59423559644,15688.402849029477,17321.329038372172,52.586395825506216,0,6236.265210418197,50421.28462107677,15,4,2,2023,96269.52703738598,0.5237512447889747
2023-04-16,37978.94297793468,26756.896224305176,10492.752868523796,16517.41235103107,51.92366303568452,0,6525.851675692903,48094.496904312255,16,4,2,2023,91746.00442179473,0.5242135306863256
2023-04-23,36243.467396166394,25974.801429071336,12195.679032795813,15958.04729276969,53.87198702379487,0,6448.192683447821,50899.693354524774,17,4,2,2023,90371.99515080324,0.5632241854303287
2023-04-30,39702.868383857756,20773.943147331807,14766.460457567453,15607.506386446106,55.022028501669936,0,6775.684581509446,43831.22118855258,18,4,2,2023,90850.77837520312,0.4824528966338048
2023-05-07,35383.988036731724,25551.24563720074,12201.985301114717,14246.676436232969,55.95392271405032,0,5170.437630681764,52022.947310661424,19,5,2,2023,87383.89541128016,0.5953379288690525
2023-05-14,33098.54517618187,17500.69738516381,9446.309406774186,12482.623864753112,54.65617974181213,1,6552.8291622031065,59611.03872253439,20,5,2,2023,72528.17583287298,0.821901806270385
2023-05-21,40850.74660178107,21415.935666442652,9750.08434071034,13476.125268832557,56.32417414939303,0,5467.491669937711,49916.2998780961,21,5,2,2023,85492.89187776663,0.5838649129972568
2023-05-28,34798.870477871475,24369.29621900875,12175.55950875014,11858.574301133887,53.41146300162472,1,5082.521444441904,63340.079915121925,22,5,2,2023,83202.30050676425,0.7612779878601127
2023-06-04,34619.77157674685,15380.554832691854,9053.498704870855,13834.767298321303,53.16636294200075,0,4534.515482271241,57928.4434793674,23,6,2,2023,72888.59241263085,0.7947532194259933
2023-06-11,29018.262213861446,15442.4028879937,10711.704433665456,11643.260094558516,54.87426283131103,0,3957.0787698075637,54484.16257696703,24,6,2,2023,66815.62963007913,0.8154403824167406
2023-06-18,30485.73060759467,16163.522441635578,10204.673770182004,10119.558875405208,55.35560190903533,1,4943.570936063975,53097.36286173233,25,6,2,2023,66973.48569481746,0.7928116972093198
2023-06-25,31246.518408958313,13783.466494560907,8717.71656375532,10380.061294240304,54.962073199727165,0,4323.809501963093,47230.031378744825,26,6,2,2023,64127.76276151484,0.7364989724402035
2023-07-02,26242.05756193168,10380.041170045273,14290.213760533894,11004.258679426724,52.93197647068331,0,3409.042277235746,51283.22154893674,27,7,3,2023,61916.571171937576,0.8282632674623915
2023-07-09,29607.953693576506,13743.182504077688,11325.869495510542,9088.094247904455,54.89635098866637,0,3188.8916098114305,51040.25582737961,28,7,3,2023,63765.099941069195,0.8004418698402463
2023-07-16,25487.34909759803,10343.61128171503,6136.921545567206,8282.55857779299,53.64850770545864,0,3470.0565472489657,53303.44627212304,29,7,3,2023,50250.44050267325,1.060755801121532
2023-07-23,25262.888379708347,13733.486736816447,10760.839641162958,9503.767467766536,55.57173053205909,1,4296.346922165851,54955.37997171555,30,7,3,2023,59260.98222545429,0.9273450744140829
2023-07-30,23238.968834480456,9931.494236501998,9333.64734715348,9174.275652022587,55.199501028925646,1,3181.189458771432,57887.25928194343,31,7,3,2023,51678.38607015852,1.1201444875495095
2023-08-06,29580.718945065062,15921.445757976733,12695.937815325393,7766.596928942359,53.805889080322984,1,2436.3018154083693,56107.69653724854,32,8,3,2023,65964.69944730954,0.8505715482273295
2023-08-13,23052.031905199572,10044.248237184744,9799.478973370842,7596.758244751227,54.127113461248136,0,2971.651001631201,47437.27533613599,33,8,3,2023,50492.51736050639,0.9394911922779252
2023-08-20,19090.719452500056,11292.990374766665,11602.246123149125,8487.427315811527,53.45971361680146,0,2896.1042013649617,45081.185770333585,34,8,3,2023,50473.38326622737,0.8931675043962864
2023-08-27,24017.82448706967,14366.01464246952,13335.99312796554,5865.644692532742,54.3173840957628,1,1654.2795009253603,53354.68140156998,35,8,3,2023,57585.476950037475,0.9265301639832169
2023-09-03,17299.614772706114,9623.3556675197,14591.581063524278,5889.017821640187,55.18004744512119,0,2978.6340895213393,42096.56379762649,36,9,3,2023,47403.56932539027,0.8880462884274571
2023-09-10,21135.05305171359,13765.231916859366,11025.34306256552,6949.6197878129915,53.068304085312135,0,2926.124588360372,44628.320689007596,37,9,3,2023,52875.247818951466,0.8440304779623554
2023-09-17,14316.873661902555,17079.59217641164,13346.199310884573,7798.380934776233,54.37212039583397,0,3457.668873375846,48530.480004548495,38,9,3,2023,52541.046083975,0.9236679438582832
2023-09-24,16044.499796946404,10516.500310721045,13669.217493823495,8738.896749677608,53.13747052172144,0,4133.064728654812,42840.62913670538,39,9,3,2023,48969.11435116855,0.8748499886987046
2023-10-01,20601.047811964847,15815.9223129873,13922.018484756545,10699.783523086062,52.66086537803097,1,3900.3110883436266,61440.789051974,40,10,4,2023,61038.77213279475,1.0065862550168052
2023-10-08,22355.77867957093,16904.491978604074,19365.754655766803,10044.221122964305,53.11986978755365,0,3358.3375842836926,46066.58797374367,41,10,4,2023,68670.2464369061,0.670837667898417
2023-10-15,20930.9759238907,19175.34605125134,17238.567645351886,8841.196420294362,51.952815481811506,1,3120.0258121010684,53759.69330853465,42,10,4,2023,66186.08604078829,0.8122506787212699
2023-10-22,20488.88523005056,15143.063514337067,14479.356127111298,9423.117267616311,52.18445038431836,0,5162.264469623198,41215.407625787244,43,10,4,2023,59534.42213911524,0.6922954174221831
2023-10-29,20487.716421484187,15979.83717727572,19379.618184185652,8359.562423718306,51.28007777182683,0,4125.956188337857,46594.36011727387,44,10,4,2023,64206.73420666387,0.7256927282315809
2023-11-05,17638.643602008484,21643.956850469265,22293.15832769554,10281.826509597,54.17331861425793,0,4338.914977241219,39362.648205016194,45,11,4,2023,71857.58528977029,0.5477869600861733
2023-11-12,20715.68717247655,22133.753160172164,20573.402662517758,10350.162306398088,51.96627873742764,1,4566.462721772664,51219.575306768515,46,11,4,2023,73773.00530156455,0.6942861429786739
2023-11-19,22400.23371153036,23045.358862806363,15877.19998339494,11760.444564399855,50.94652787825833,0,4931.064581956688,51146.82638286111,47,11,4,2023,73083.23712213151,0.6998434715937414
2023-11-26,27952.884122877582,24270.73792653226,18296.723520975705,10540.429561167217,51.569347327057,0,5016.0976801152165,42314.55295095069,48,11,4,2023,81060.77513155276,0.5220102186572828
2023-12-03,26889.319906172394,22630.45156076007,22084.857569443906,13068.739242074616,50.947111340894274,0,5056.252753732622,46530.18039903417,49,12,4,2023,84673.36827845099,0.5495255632918515
2023-12-10,21707.861978693814,25761.24190628105,18353.8823249806,15092.589916300542,50.53860058119704,1,5318.825593278476,49258.839317966165,50,12,4,2023,80915.57612625601,0.6087683197250614
2023-12-17,29152.395892032764,26672.701361308442,20804.144833113718,13121.281966784094,51.07104201995779,0,5815.322958276344,42625.79210400823,51,12,4,2023,89750.52405323902,0.4749364146188504
2023-12-24,28235.11343251546,24809.57954437422,21539.967942658142,14357.176141116744,50.909988562948016,1,5785.772492885006,56343.692828792344,52,12,4,2023,88941.83706066456,0.6334891957579198
2023-12-31,28578.87372531771,31799.884836095025,18136.8388926433,15231.65915603861,49.31701799948876,0,5909.479890330307,42921.824245537646,53,12,4,2023,93747.25661009464,0.4578461898256322
2024-01-07,33654.88488267421,28735.1218490001,19797.455264697663,14000.955949847834,48.96730643944097,0,6506.745509014323,50707.97831663912,54,1,1,2024,96188.41794621981,0.5271734310568514
2024-01-14,36096.016122705834,24855.20652498459,13286.686576080017,15303.211866570837,48.9653781221181,0,6489.797647350229,47775.69466654313,55,1,1,2024,89541.12109034129,0.5335614976089086
2024-01-21,36935.37531988157,29620.657388460266,17502.259988402086,15302.304922514088,46.63863944467931,0,7506.4774484863265,46433.64668930272,56,1,1,2024,99360.59761925801,0.4673245511991866
2024-01-28,32700.829986111246,25548.707430812345,18760.05536392189,15693.218721939626,47.12944152147867,0,5537.376396928445,50630.53060722212,57,1,1,2024,92702.8115027851,0.546159601704216
2024-02-04,35290.21284803662,29819.484051611453,16420.37355137327,14593.168895827448,49.72062088119362,0,7486.400760839209,49045.4330794795,58,2,1,2024,96123.23934684879,0.5102349173076153
2024-02-11,38118.57049655,30477.184351223164,21773.294749278743,15934.790273488245,49.71395252804537,0,7609.604149037494,48582.99487916728,59,2,1,2024,106303.83987054013,0.457020131524252
2024-02-18,40852.42580825631,25125.219351449003,15188.563177749007,16727.377839776214,47.54237047910208,1,5963.1547760927715,53333.082925880815,60,2,1,2024,97893.58617723052,0.5448067131724487
2024-02-25,37171.44977821207,29055.96972411947,16663.80531668214,18175.134420106373,48.09860129864009,0,6808.950318096115,47744.12219489341,61,2,1,2024,101066.35923912005,0.4724037014327608
2024-03-03,38607.192992793265,27033.72706891083,17262.605190353574,17390.755591805464,47.573150464878,0,6742.494958527477,50441.04095462898,62,3,1,2024,100294.28084386312,0.502930381774759
2024-03-10,36264.123997661125,27306.11494166191,19311.150801562213,19071.197615509333,50.09082300422436,1,6140.713178136167,57346.3926131824,63,3,1,2024,101952.58735639458,0.5624809933730982
2024-03-17,36271.00118817329,29150.22347182478,12963.121872845732,14517.905697668404,47.89267476392637,0,6341.522064186592,54292.798250349,64,3,1,2024,92902.25223051221,0.5844077721133808
2024-03-24,42427.11336282511,22874.884984245386,17555.004454213893,16745.626928690286,46.41834419822592,0,6032.684505650049,55243.543566424014,65,3,1,2024,99602.62972997468,0.5546394077765888
2024-03-31,44039.66214207078,20623.068663878577,14639.574238184588,15424.838955921905,45.376731419305706,1,7295.569937259014,60058.84978068939,66,3,1,2024,94727.14400005585,0.6340194293269729
2024-04-07,39588.08560171712,19258.786905898385,12052.184480470569,18096.31400976843,44.5254797994263,0,6695.424409945063,58897.43035582946,67,4,2,2024,88995.37099785451,0.6618033016262088
2024-04-14,42502.13642697675,18392.260092970904,14350.142825203622,13215.514585879955,46.149433504219544,0,6651.352269548268,58597.89229488596,68,4,2,2024,88460.05393103123,0.6624220729118298
2024-04-21,40122.76235252372,19180.68634290768,13258.19006633098,12745.499547184258,45.01874413009575,0,6147.721183595103,60297.61339112171,69,4,2,2024,85307.13830894664,0.706829634499625
2024-04-28,36514.450985424526,19178.94271168986,11125.584815687038,12650.714612753847,44.19768309736636,1,4980.746451686361,71544.03302836548,70,4,2,2024,79469.69312555526,0.9002681426658093
2024-05-05,38820.33457715748,17999.712666486856,11971.323176062962,9883.638838295752,44.83449997706707,0,5032.444223625689,62597.94210982319,71,5,2,2024,78675.00925800305,0.7956521734181499
2024-05-12,41521.586119984546,18404.987925246634,10613.893256512727,11783.24755575658,44.27747161780078,0,5283.983641450142,62330.09763353445,72,5,2,2024,82323.71485750048,0.7571341713797258
2024-05-19,35868.63749113191,15462.695599410195,11218.105836235445,10926.338062562801,46.94137276842223,1,4172.179084892916,66709.01631840425,73,5,2,2024,73475.77698934035,0.9079048776589623
2024-05-26,39649.84229627339,18237.177445736666,11981.481625732353,11782.733803099767,46.04873697412066,1,4887.2486963827105,62830.32699100235,74,5,2,2024,81651.23517084218,0.7694963445383272
2024-06-02,26002.79505864259,13209.315095358112,13559.964643914807,11569.039037084713,45.089969375454324,0,4165.799911979504,62407.80844080597,75,6,2,2024,64341.113835000215,0.9699522548031713
2024-06-09,35176.442345771226,20046.278291789204,7711.575721228723,13385.170315514904,46.526966932926534,0,3865.492180844735,60438.879094918695,76,6,2,2024,76319.46667430406,0.7919195682124416
2024-06-16,31780.28156617503,14303.14704638129,14324.098200187052,11534.150613724762,45.09189727946846,0,4190.876998707808,61924.25983273153,77,6,2,2024,71941.67742646813,0.8607564078002568
2024-06-23,29407.939654403825,10216.305603923154,6098.149982838238,8811.323644427104,44.13929722794855,0,3859.1497140241463,58200.56978476004,78,6,2,2024,54533.718885592316,1.0672400667715418
2024-06-30,29361.53168977781,9435.934270284828,9717.347068895786,7934.762660943652,46.5283561294484,0,3280.5406680563656,56356.50926161138,79,6,2,2024,56449.57568990208,0.9983513352021999
2024-07-07,21918.414475027108,13211.364375575748,11290.164503343529,9669.881421909331,45.56737358358864,0,3889.969400059851,63240.00406677293,80,7,3,2024,56089.82477585572,1.127477297700439
2024-07-14,26048.477563985656,11478.486126692498,10840.77098997157,6650.844938188713,44.03294331546589,1,2646.8039428560173,69494.374644764,81,7,3,2024,55018.579618838434,1.2631073925610583
2024-07-21,26654.150751852176,13993.486582140427,9268.832928663938,11132.009659200121,44.93991594056049,1,3402.1044331612175,70077.20574848744,82,7,3,2024,61048.47992185666,1.1478943593384756
2024-07-28,28957.48275489348,13699.30498060867,10400.119510166234,9966.024140949905,44.33281728677564,0,3328.7888303777017,60234.457491340596,83,7,3,2024,63022.931386618286,0.9557546144883103
2024-08-04,21991.38905016265,12772.861071351583,10194.68988991261,7366.595721951463,43.921641665213926,1,2847.883678010456,68223.82652004158,84,8,3,2024,52325.5357333783,1.3038342668419505
2024-08-11,20239.06291113269,11399.988919515721,10423.069448744374,5437.649558580181,46.34409258613929,0,3168.945051990204,59810.49757945554,85,8,3,2024,47499.77083797297,1.2591744449352364
2024-08-18,20386.668605951036,10405.374450426361,13772.629456965837,10039.667086719805,47.457850978515836,1,2416.2934328222495,61898.84432952101,86,8,3,2024,54604.33960006304,1.1335883701347713
2024-08-25,23986.079967034297,13853.379519669696,13302.59023556281,7903.0465984085995,44.29694618030688,0,3571.994674338615,57857.87655166274,87,8,3,2024,59045.0963206754,0.9798929997071248
2024-09-01,21704.292571809397,17975.88963897759,11753.723573853364,10061.002919687584,46.42157537845113,0,3116.701369495962,53482.098120604416,88,9,3,2024,61494.908704327936,0.869699610056343
2024-09-08,18744.913823041283,17308.259149485875,15517.3843617696,6003.3920330567535,45.386462217433554,1,3076.3738110306394,61889.44851115232,89,9,3,2024,57573.94936735351,1.074955760221755
2024-09-15,21633.84788741308,14653.295218718431,14930.481510033665,7744.976733803194,45.74322027806331,0,4018.1226742616072,52902.892490469276,90,9,3,2024,58962.60134996837,0.8972279254856461
2024-09-22,20292.395506597746,19234.287232190218,16549.474944513287,8955.137694874673,45.84521597459147,0,3322.068705008679,53891.0401067301,91,9,3,2024,65031.29537817593,0.8286939356403406
2024-09-29,22962.862051406628,20819.302651452446,16792.010183546598,9370.30326922613,45.79413569130774,0,3172.405724228326,51192.70156267275,92,9,3,2024,69944.4781556318,0.7319048324124326
2024-10-06,18154.34995565613,18703.560323002126,14475.844146261052,9020.924933286879,46.93959664014969,0,3319.1669354942883,54545.99074035176,93,10,4,2024,60354.67935820618,0.9037574438366287
2024-10-13,19625.896352563228,22338.726593093408,15597.697696818626,11063.71750022719,46.304638852160586,0,4636.153971337014,47714.76688711393,94,10,4,2024,68626.03814270245,0.6952866314079624
2024-10-20,19920.544216694947,23106.935318162214,18771.331191749377,8991.65673058739,47.66121554789026,0,3939.553680898921,48120.06400886888,95,10,4,2024,70790.46745719394,0.6797534433286014
2024-10-27,17326.667439124772,21059.150644653662,19022.321675673677,10865.896450075208,47.60539691512934,0,5710.686396165641,46373.63799981541,96,10,4,2024,68274.03620952732,0.6792280136697731
2024-11-03,23349.052154849745,25697.65158101214,18242.965627483387,11761.161837695783,47.690284471867095,0,4048.583487506207,52000.721646353,97,11,4,2024,79050.83120104104,0.657813723857064
2024-11-10,24099.41873851477,27007.675972279878,18953.77848723354,12860.404295464456,47.30296974188569,0,6192.564585864102,47618.78382471056,98,11,4,2024,82921.27749349264,0.5742649566445417
2024-11-17,24286.518307070626,29017.7513486458,21653.518347882113,13662.762017068286,47.921719891822676,0,5698.978208675925,49356.66393841746,99,11,4,2024,88620.55002066682,0.5569437780165797
2024-11-24,24607.508649031523,29538.584037292825,18233.185206300644,11405.350449828456,49.5474259779526,1,5784.499270626597,47937.53118798488,100,11,4,2024,83784.62834245345,0.5721518628936265
2024-12-01,22174.95458170333,23933.01158696708,20763.007170387755,11270.466122562395,49.59098917954857,0,5786.104401072472,45020.70175159783,101,12,4,2024,78141.43946162057,0.5761437473097728
2024-12-08,26322.133535957608,25376.597651678436,19447.502983204264,15942.081175599498,48.41393897887728,0,6466.455015902293,47817.659929672474,102,12,4,2024,87088.3153464398,0.5490709027893405
2024-12-15,27754.844897771374,29217.57183798371,19527.471533965097,14945.235514941465,49.79451244231144,0,6435.586168619451,44068.079949989806,103,12,4,2024,91445.12378466164,0.48190737926893673
2024-12-22,27593.16819233514,29284.464877280523,22197.55370397438,13705.69731991136,50.75138712337179,1,7169.684929758155,53971.1888430858,104,12,4,2024,92780.8840935014,0.5817059124883471
